ARI?,diseases,coryza,wheezing,sore throat,nasal congestion,fever,cough,chills,difficulty breathing,coughing up sputum,shortness of breath,chest tightness,vomiting
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,0,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,1,0,0,0,0,0,0,0,0,0
non-ARI,tonsillitis,0,0,0,1,0,0,0,0,0,0,0,0
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,stomach cancer,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,acute stress reaction,0,0,0,0,0,0,0,0,0,1,0,0
